,0
0,-0.017539274
1,-0.07706624
2,-0.036949355
3,-0.09122746
4,0.033065926
5,0.07960451
6,0.008352082
7,0.067109644
8,-0.05980379
9,0.003340479
10,0.077191606
11,-0.059310686
12,-0.010301415
13,0.0072644167
14,-0.02519155
15,0.029048573
16,-0.044363443
17,-0.09830125
18,-0.04979572
19,-0.013118397
20,-0.08215213
21,0.019965108
22,0.031213846
23,0.078161895
24,-0.053235535
25,-0.0011998452
26,-0.027571056
27,0.07041332
28,0.021098074
29,0.019425627
30,-0.07222237
31,-0.07932362
32,-0.100195736
33,-0.0070837624
34,-0.008054081
35,-0.019412998
36,0.05353069
37,-0.047710318
38,0.058888044
39,-0.054355066
40,-0.06137384
41,-0.055297777
42,0.011167873
43,0.01598658
44,-0.03830557
45,0.018859182
46,0.07425897
47,0.065677196
48,-0.03476427
49,-0.076222196
50,-0.046516392
51,0.022521984
52,-0.049996223
53,-0.050763395
54,0.060243156
55,0.065063536
56,0.02308255
57,-0.094454095
58,0.050247397
59,-0.08116676
60,0.069244504
61,0.0719454
62,0.04018515
63,0.02654424
64,0.028902423
65,-0.058621246
66,-0.04017653
67,0.051637914
68,0.016503792
69,-0.015939433
70,-0.04214623
71,0.057150986
72,-0.0808781
73,-0.030443281
74,-0.02212501
75,0.007103052
76,-0.03728765
77,0.07232182
78,0.042633455
79,-0.08362295
80,-0.015785474
81,-0.08022256
82,0.0675253
83,-0.07395165
84,-0.056058336
85,0.04872861
86,0.059087317
87,0.07638082
88,-0.033954676
89,0.073254734
90,0.05425323
91,0.049552273
92,-0.075422764
93,0.058499437
94,0.06752677
95,0.012032639
96,-0.04312441
97,0.06763746
98,0.0019360743
99,-0.06474303
100,-0.05070626
101,-0.00090623274
102,0.040163543
103,-0.047212247
104,0.039850336
105,0.023943882
106,-0.00852092
107,0.034566116
108,-0.10165796
109,0.042541396
110,-0.059738044
111,0.03098477
112,-0.056606147
113,0.02289785
114,-0.085602105
115,0.029426094
116,0.023126509
117,0.074500024
118,0.06411259
119,0.062294107
120,0.06298454
121,-0.060290948
122,-0.06398147
123,-0.061945688
124,-0.030055843
125,0.04424944
126,-0.075371906
127,-0.00819077
128,0.05926582
129,-0.09149718
130,0.03275157
131,0.06532338
132,-0.007402409
133,0.013135966
134,0.050415274
135,-0.08237904
136,-0.06463635
137,-0.094114676
138,-0.052704122
139,0.04014064
140,0.042846095
141,-0.076686606
142,-0.084245294
143,0.040560026
144,0.06186321
145,0.06867838
146,-0.006962154
147,0.0490915
148,0.06500229
149,0.042818572
150,-0.08424775
151,-0.034411896
152,0.06429689
153,0.06306279
154,0.065567285
155,0.04022121
156,0.030185234
157,-0.09753877
158,0.031451102
159,0.038783234
160,0.03909148
161,-0.017579954
162,0.062102314
163,0.039510723
164,-0.002746109
165,-0.016649399
166,0.07224773
167,-0.0048629977
168,-0.078272656
169,0.049543347
170,-0.026623968
171,-0.01938283
172,-0.028791074
173,0.059323933
174,-0.033458997
175,-0.057575423
176,-0.060138274
177,0.06385356
178,0.01415145
179,0.00044716522
180,0.051167946
181,0.04618798
182,0.01623014
183,0.022818398
184,0.061415683
185,-0.0755302
186,0.046987932
187,0.05742867
188,0.0632734
189,-0.0050947703
190,0.021004383
191,0.062297236
192,0.0327104
193,0.021948513
