,0
194,-0.08645381
195,0.065618694
196,0.0037595145
197,0.06881237
198,0.016731258
199,0.045984145
200,0.063470155
201,0.048453014
202,0.07138482
203,-0.06687687
204,0.01206493
205,-0.00048689917
206,-0.053107765
207,-0.090706766
208,-0.03180218
209,-0.05364007
210,-0.06675023
211,0.029606652
212,-0.014115933
213,0.067345545
214,-0.06563692
215,0.0035963915
216,0.055937033
217,0.07055515
218,-0.049344767
219,0.073627144
220,-0.0133625455
221,-0.067356125
222,-0.045977253
223,0.040647175
224,0.05465686
225,0.028492134
226,0.030030336
227,0.057171088
228,-0.0031863935
229,0.010223772
230,0.032757465
231,0.03401823
232,-0.026563529
233,-0.055829924
234,-0.047114942
235,-0.028529074
236,-0.020057786
237,-0.031255614
238,-0.05294161
239,-0.07556841
240,-0.082449615
241,0.02806909
242,-0.10745379
243,0.03284174
244,0.033634696
245,0.042154144
246,0.045312528
247,-0.09918785
248,-0.055208992
249,0.050208326
250,-0.034863178
251,-0.030576054
252,-0.085135
253,-0.06839967
254,0.002752822
255,0.071462154
256,-0.06881529
257,0.07704167
258,0.07442865
259,0.032809895
260,0.016687352
261,0.021419954
262,-0.005735237
263,-0.007882047
264,0.044638466
265,-0.080540925
266,-0.08623296
267,-0.06373845
268,-0.08345679
269,-0.0182173
270,-0.08119896
271,0.031520035
272,0.070638865
273,-0.0016653799
274,0.063369825
275,-0.083541326
276,0.049373697
277,-0.0094829835
278,-0.021679226
279,-0.028506692
280,0.05953068
281,-0.0157242
282,0.024510857
283,0.028465372
284,-0.073846966
285,0.06615323
286,-0.07443607
287,-0.0258029
288,-0.050367538
289,-0.08437137
290,-0.0770548
291,-0.0514575
292,-0.029255215
293,-0.018867988
294,-0.017020982
295,0.014501605
296,-0.026650872
297,-0.015387166
298,-0.08353783
299,0.012359776
300,-0.07905325
301,-0.052089315
302,-0.045113664
303,-0.007545244
304,0.032472502
305,0.03999203
306,0.03051671
307,0.07432224
308,-0.03222235
309,-0.0979258
310,-0.04329885
311,0.07790245
312,-0.045471642
313,0.066497
314,0.06334084
315,0.03113928
316,0.056441497
317,0.06984866
318,0.00244027
319,0.056389745
320,0.05327555
321,-0.048725996
322,-0.04834686
323,0.0480321
324,0.041898485
325,0.07234092
326,-0.052072454
327,-0.075288124
328,0.025545787
329,-0.045479614
330,-0.045246396
331,0.008933928
332,-0.060828917
333,-0.055157367
334,0.062454503
335,-0.07290603
336,-0.06689264
337,-0.04252203
338,-0.034882255
339,0.05846071
340,0.055203687
341,-0.079209946
342,0.074168056
343,0.07083435
344,0.0072021894
345,-0.045850936
346,0.07037887
347,0.0763765
348,0.060178097
349,-0.077092364
350,-0.038528357
351,0.06342496
352,0.06176625
353,-0.007515583
354,-0.01889855
355,-0.014732625
356,-0.032567866
357,0.02446979
358,-0.06458174
359,0.052063968
360,0.0046708025
361,-0.023109164
362,-0.025306117
363,-0.010986645
364,-0.07275128
365,0.078314334
366,-0.09073883
367,-0.08567913
368,-0.027317394
369,0.024285685
370,-0.0348558
371,-0.054606106
372,0.07002425
373,-0.047102083
374,-0.047692087
375,0.05359925
376,-0.04222652
377,0.04387113
378,0.04845282
379,0.056143146
380,-0.028613914
381,-0.025761444
382,0.02346244
383,-0.022435058
384,-0.0003925562
385,-0.06767103
386,-0.054155137
387,0.032488074
388,-0.032682646
389,-0.05681081
390,-0.033347595
391,-0.05146875
392,0.073100775
393,-0.026903164
394,0.023041446
395,0.02449527
396,-0.014537092
397,-0.061660316
398,-0.006186772
399,0.052859347
400,-0.026620064
401,-0.030379463
402,-0.08035288
403,-0.09117034
404,-0.0761714
405,0.010763083
406,0.048732843
407,0.027687382
408,0.05755921
409,-0.07531761
410,-0.07602535
411,0.049977463
412,-0.055073325
413,-0.06400138
414,0.07090682
415,-0.020457972
416,-0.05474605
417,0.036939215
418,0.07205202
419,-0.06193348
420,0.06268169
421,0.017832723
422,-0.07256532
423,-0.046325263
424,0.07263434
425,0.03527453
426,0.03193445
427,-0.043982934
428,-0.016273428
429,0.06679815
430,0.069061756
431,0.07281344
432,0.048571434
433,-0.045523234
434,-0.08104469
435,-0.08930154
436,-0.06491025
437,-0.072928295
438,-0.0849697
439,0.02975626
440,-0.0916522
441,-0.05452114
442,0.06325115
443,0.048257466
444,-0.049966246
445,-0.07347823
446,-0.05206755
447,-0.03777804
448,-0.07375944
449,-0.015438769
450,-0.058248397
451,0.0480995
452,-0.067865044
453,-0.030703884
454,0.010635983
455,-0.034681816
456,0.05631147
457,-0.047890257
458,0.048650336
459,-0.06442727
460,0.05690093
461,0.058435615
462,0.03808826
463,0.060837593
464,-0.023108277
465,-0.027439047
466,0.024328064
467,0.034683507
468,0.041292664
469,0.027885247
470,-0.011191282
471,-0.040720258
472,-0.0062774904
473,0.047256883
474,-0.060360532
475,0.06915206
476,0.07841697
477,-0.06123353
478,0.06473747
479,-0.06393483
480,0.018470716
481,-0.06986286
482,-0.07216756
483,-0.012045298
484,0.012667324
485,0.017405402
486,0.046718944
487,0.06996697
488,0.05426341
489,-0.06266406
490,-0.0062739886
491,0.07512355
492,-0.04499527
493,-0.044472586
494,-0.040174935
495,0.060516607
496,-0.079071164
497,0.050143104
498,-0.00465839
499,0.048417266
500,-0.061854895
501,-0.027191121
502,-0.019223023
503,-0.009250876
504,0.052309956
505,0.05454549
506,0.06202049
507,0.013157401
508,0.0072311275
509,0.040235627
510,0.027186643
511,-0.010062534
512,-0.019006852
513,-0.010586936
514,0.021389682
515,0.046244662
516,0.04848009
517,0.04484379
518,0.020163905
519,0.02588607
520,0.06056657
521,-0.073145494
522,0.005138498
523,-0.04579388
524,0.0020348988
525,0.028263059
526,0.023378309
527,-0.10029809
528,-0.09824087
529,0.07174596
530,-0.026923057
531,-0.055335153
532,-0.030356336
533,-0.08321044
534,0.07096559
535,0.04117861
536,-0.031140473
537,0.010920044
538,-0.077909276
539,-0.09063311
540,-0.085696846
541,-0.0012907125
542,-0.061938796
543,-0.03545597
544,-0.042851355
545,0.026601028
546,-0.03389821
547,0.023311254
548,-0.029709492
549,0.0649793
550,0.045801733
551,0.042495098
552,0.07169074
553,0.061342265
554,0.06455755
555,0.0035114996
556,0.0033591352
557,-0.023746487
558,-0.084152
559,-0.070062995
560,-0.06570555
561,-0.030713785
562,0.06461473
563,0.06383906
564,0.062282067
565,0.0596538
566,-0.04431675
567,-0.035061333
568,-0.045128886
569,0.05870531
570,-0.0072785504
571,-0.020990048
572,-0.015307512
573,-0.082721956
574,-0.035235528
575,0.055971857
576,0.061476868
577,0.077381626
578,-0.045477103
579,-0.056712296
580,0.06810798
581,0.05374163
582,0.07142942
583,-0.071789816
584,0.0068526976
585,-0.09428963
586,-0.083530836
587,0.0514923
588,0.0010694824
589,0.021443855
590,-0.018446673
591,0.06734018
592,-0.0036243685
593,-0.061917875
594,0.045385804
595,-0.026816439
596,0.033038806
597,-0.06458847
598,-0.042333286
599,-0.024444927
600,-0.044082258
601,0.04304185
602,0.009690162
603,0.04019348
604,0.04596482
605,0.022998732
606,0.07190716
607,-0.058413528
608,-0.042556636
609,-0.05933227
610,0.05289198
611,-0.046067018
612,0.016918208
613,-0.0019468702
614,0.048087817
615,0.045022305
616,0.024008255
617,-0.07446149
618,0.05239254
619,0.060969498
620,-0.046765152
621,-0.008304078
622,0.049031954
623,-0.03857852
624,0.02529065
625,-0.0950042
626,-0.049042147
627,-0.06065103
628,0.048328828
629,0.07435173
630,0.011124071
631,0.014035072
632,0.004894357
633,-0.06995815
634,-0.06391992
635,-0.004047934
636,-0.06290834
637,0.048971605
638,-0.03649954
639,-0.06593171
640,-0.07997364
641,-0.103400275
642,-0.08275108
643,-0.04593693
644,-0.05835366
645,-0.071025416
646,0.005918201
647,0.034666594
648,0.042727303
649,-0.07003933
650,0.053006466
651,-0.08397977
652,-0.08017272
653,-0.07825923
654,0.033651065
655,0.05773815
656,0.019931044
657,-0.080006145
658,0.0014796667
659,-0.012195077
660,-0.02587201
661,-0.0188515
662,0.043543544
663,0.07525846
664,0.07709676
665,0.009182569
666,0.030313116
667,0.07965213
668,0.07042055
669,0.037782397
670,0.07419798
671,-0.036165114
672,-0.012300048
673,-0.043014366
674,-0.06794411
675,0.022098642
676,0.050556954
677,0.06952348
678,0.07471876
679,-0.07472788
680,-0.035499353
681,0.07329275
682,-0.052420616
683,-0.055271212
684,0.07864919
685,0.060954865
686,-0.0029154234
687,0.00754017
688,-0.0017762221
689,-0.058983345
690,0.057358246
691,-0.07213999
692,0.06290838
693,-0.066226184
694,0.05270497
695,0.0386465
696,-0.01708394
697,0.025219854
698,0.061809804
699,-0.043282006
700,-0.03729934
701,0.05392329
702,0.04437485
703,0.053415682
704,0.047862034
705,0.0750951
706,0.07262811
707,0.055154916
708,0.027495768
709,0.05741967
710,-0.062120978
711,0.036510106
712,-0.0928514
713,0.038327176
714,-0.055742856
715,0.044568595
716,0.04639111
717,0.06099778
718,-0.09099609
719,0.032992806
720,-0.011839289
721,-0.021354962
722,-0.028191242
723,0.040602516
724,-0.07941332
725,-0.048879463
726,0.026428591
727,0.01380292
728,-0.027045105
729,-0.04916923
730,0.025991064
731,-0.07652803
732,-0.008016977
733,-0.056804888
734,-0.00796761
735,0.05654196
736,-0.03895661
737,0.060327914
738,-0.03104971
739,-0.029542256
740,0.03771994
741,-0.07819404
742,0.03572644
743,0.056284454
744,0.06265558
745,0.027057018
746,-0.020855758
747,0.058078002
748,0.057511207
749,0.025369901
750,-0.025948364
751,0.05547404
752,0.025950085
753,-0.0125258975
754,0.029033642
755,0.058019307
756,0.06804809
757,-0.048107754
758,-0.049643565
759,0.07878198
760,0.07279305
761,-0.02606434
762,-0.036079466
763,-0.023003284
764,0.064130455
765,0.07657465
766,-0.036906604
767,-0.114802614
768,-0.087115705
769,-0.06538139
770,0.06661357
771,0.005327385
772,-0.011599857
773,0.0048777275
774,-0.008428078
775,0.055983525
776,-0.06336652
777,-0.06408195
778,-0.052683737
779,-0.07599062
780,0.037784185
781,-0.08726722
782,-0.01400556
783,0.021207895
784,-0.051409684
785,-0.0111169405
786,0.068752155
787,0.0685603
788,0.08412501
789,0.027744513
790,0.06923407
791,-0.08450377
792,0.055927422
793,0.04743826
794,-0.036725093
795,-0.036972333
796,-0.0190689
797,-0.028002772
798,0.06780514
799,-0.06606437
800,0.03217518
801,0.07120919
802,-0.027291317
803,0.07211842
804,0.06405106
805,-0.06472757
806,-0.065203175
807,-0.08488569
808,-0.022142995
809,-0.07698342
810,-0.015399728
811,0.023162346
812,0.03879818
813,-0.010125559
814,0.019057047
815,0.057087284
816,0.0043958686
817,0.063587606
818,0.016074087
819,-0.019785572
820,-0.08012211
821,0.008978244
822,-0.087858915
823,-0.035012376
824,-0.03843232
825,0.031365376
826,0.072113186
827,-0.048539888
828,-0.0035075955
829,-0.043714445
830,-0.062194068
831,-0.083579734
832,-0.06992105
833,-0.07174149
834,-0.013437424
835,-0.01802418
836,-0.034063507
837,0.0012385808
838,-0.08108039
839,-0.032277275
840,-0.01985133
841,-0.009887937
842,-0.053111393
843,0.05099928
844,0.009411942
845,-0.09051432
846,-0.08952674
847,-0.013605092
848,-0.04042844
849,0.03456497
850,-0.06954698
851,-0.07848779
852,0.048970398
853,0.054914337
854,-0.062157772
855,-0.0757523
856,0.033363324
857,-0.009308759
858,0.028780278
859,-0.061815966
860,-0.076080695
861,-0.001661066
862,-0.030962694
863,-0.080172256
864,-0.06409052
865,-0.0004514344
866,-0.07442489
867,0.032875847
868,-0.064211234
869,-0.055859793
870,0.069707036
871,0.07422398
872,0.0096071325
873,0.025551971
874,0.027655218
875,0.02650481
876,0.03445102
877,-0.057260882
878,-0.061871406
879,-0.061505187
880,0.06420866
881,0.022567522
882,0.023227919
883,0.036800604
884,0.04171024
885,0.017023455
886,-0.016394619
887,0.06990817
888,-0.026619691
889,-0.038293537
890,0.032969844
891,-0.010224182
892,-0.011024471
893,-0.07844551
894,-0.0876652
895,0.059853043
896,0.062802106
897,-0.06482777
898,0.07786693
899,0.051568102
900,0.061634507
901,0.07875723
902,-0.022196878
903,-0.0170918
904,0.048563253
905,0.03236353
906,-0.03699268
907,-0.030494671
908,0.03905111
909,-0.054301012
910,-0.018793609
911,0.0021683387
912,-0.027417358
913,0.020232614
914,0.048804756
915,0.01784591
916,-0.038135085
917,-0.046599325
918,-0.072353244
919,0.06998649
920,0.06833786
921,-0.0040191226
922,-0.007638436
923,0.003008347
924,-0.075465634
925,-0.056484636
926,-0.02549332
927,-0.026425328
928,0.036625203
929,-0.084365234
930,0.06840904
931,-0.031578574
932,0.029726248
933,0.05564281
934,-0.085967496
935,0.052448075
936,0.07818338
937,0.08284077
938,0.0069166236
939,-0.08363834
940,-0.08088873
941,0.031239282
942,0.069134995
943,0.047060248
944,0.025441494
945,0.003597375
946,0.052081462
947,0.016516294
948,0.050188836
949,0.047849532
950,0.040584352
951,0.047746565
952,-0.07073684
953,-0.035954256
954,-0.005832974
955,-0.06537904
956,0.06800309
957,-0.10090347
958,-0.03649061
959,0.054625895
960,0.06352165
961,0.046706375
962,0.068419576
963,0.06713414
964,-0.07200307
965,-0.08685078
966,0.025116626
967,-0.055994775
968,-0.07244082
969,0.056689154
970,-0.03941733
971,0.02912968
972,-0.04346342
973,-0.03320496
974,-0.055939104
975,-0.08207846
976,0.05914181
977,-0.011225063
978,-0.012930315
979,0.044124793
980,-0.036975455
981,-0.08144693
982,-0.0037940182
983,-0.0007808991
984,0.0035272054
985,0.026989963
986,-0.0071925856
987,0.007943552
988,-0.032445643
989,-0.03568605
990,-0.09285864
991,0.044325005
992,0.0043873526
993,0.06365806
994,0.035324734
995,-0.023852382
996,-0.057909947
997,0.023819592
998,0.0105432235
999,-0.014119316
